index,metadata,proba non-canon,proba canon,prediction,accord
1873_L-Epine-Ernest_La-vie-a-grand-orchestre--charivari-parisien,False,0.9963455507266017,0.0036544492733982495,False,True
1963_San-Antonio_San-Antonio-polka,False,0.9965752038131835,0.0034247961868164936,False,True
1900_Beaugrand-Honore_La-chasse-galerie,False,0.9455485987741266,0.05445140122587345,False,True
1881_Valles-Jules_L-Enfant,True,0.1303146804334296,0.8696853195665704,True,True
1942_Fargue-Leon-Paul_Refuges,True,0.040113882708095835,0.9598861172919041,True,True
1897_Vanderem-Fernand_Les-Deux-Rives-Roman,False,0.9979698406237014,0.0020301593762985302,False,True
1845_Sand-George_Teverino,True,0.007940752660553508,0.9920592473394465,True,True
1939_Leiris-Michel_L-Age-d-homme,True,0.0033564917229582177,0.9966435082770418,True,True
1845_Dumas-Alexandre_Les-freres-Corses,True,0.11027287641243912,0.889727123587561,True,True
1879_Hericault-Charles-d_Ch-d-Hericault-En-1792-Le-Premier-Amour-de-lord-Saint-Albans,False,0.9924159157243551,0.007584084275644804,False,True
1847_Sue-Eugene_Martin-l-enfant-trouve_Tome-IV,True,0.012393875198379653,0.9876061248016204,True,True
1956_San-Antonio_a-tu-et-a-toi,False,0.997257728465178,0.0027422715348218068,False,True
1898_Malin-Henri_Les-Premiers-combats-de-la-vie-Un-collegien-de-Paris-en-1870,False,0.9952514402251237,0.004748559774876395,False,True
1909_Barres-Maurice_Colette-Baudoche,True,0.3321849765121128,0.667815023487887,True,True
1910_Roussel-Raymond_Impressions-d-Afrique,True,0.7133645038284913,0.2866354961715089,False,False
1975_San-Antonio_Maman-les-petits-bateaux,False,0.9985336654356788,0.0014663345643212541,False,True
1877_Riviere-Henri_Edmee-Le-Chatiment-Flavien,False,0.9945631648431723,0.005436835156827648,False,True
1878_Calonne-Alphonse-de_La-Ferme-des-moines,False,0.9984709952076657,0.0015290047923343288,False,True
1832_Karr-Alphonse_Sous-les-tilleuls,False,0.8013977178674829,0.19860228213251702,False,True
1892_Allais-Alphonse_Vive-la-vie,False,0.9897678075080695,0.010232192491930416,False,True
1920_Renard-Maurice_Les-Mains-d-Orlac,False,0.9866871131872434,0.013312886812756448,False,True
1881_Tissot-Marcel_La-Veuve-d-Attila,False,0.9977659879688799,0.002234012031120144,False,True
1975_San-Antonio_Dis-bonjour-a-la-dame,False,0.9990074483412202,0.0009925516587798832,False,True
1881_Sand-George_Jeanne,True,0.1883267169673068,0.811673283032693,True,True
1862_Flaubert-Gustave_Salammbo,True,0.25789278318561965,0.7421072168143805,True,True
1993_Hemon-Louis_Ecrits-sur-le-Quebec,False,0.7359270522830131,0.2640729477169871,False,True
1956_Delly_Annonciade,False,0.998143309451112,0.0018566905488880121,False,True
