date,auteur,titre,fabula,canonicity_1,canonicity_2
2008,henry bauchau,le boulevard peripherique,True,5,4
2008,nina bouraoui,appelez moi par mon prenom,False,0,0
2008,catherine cusset,un brillant avenir,False,2,1
2008,jean echenoz,courir,True,3,3
2008,mathias enard,zone,True,5,6
2008,annie ernaux,les annees,True,3,3
2008,jean christophe grange,miserere,False,0,0
2008,maylis de kerangal,corniche kennedy,True,3,3
2008,clezio jean marie gustave le,ritournelle de la faim,True,3,3
2008,pierre lemaitre,robe de marie,False,0,0
2008,catherine millet,jour de souffrance,True,3,3
2008,guillaume musso,je reviens te chercher,False,0,0
2008,amelie nothomb,ni d eve ni d adam,True,3,3
2008,laurent nunez,les recidivistes,False,0,0
2008,christian oster,trois hommes seuls,False,0,0
2008,pascal quignard,boutes,True,3,3
2008,mathieu riboulet,l amant des morts,False,0,0
2008,olivier rolin,la chambre des cartes,True,3,3
2008,olivier rolin,un chasseur de lions,True,3,3
2008,jean rouaud,la fiancee juive,True,3,3
2008,fred vargas,un lieu incertain,False,0,0
2009,frederic beigbeder,un roman français,False,0,0
2009,pierre bergounioux,une chambre en hollande,True,3,3
2009,emmanuel carrere,d autres vies que la mienne,True,3,3
2009,philippe djian,impardonnables,False,0,0
2009,sylvie germain,hors champ,True,3,3
2009,pierre jourde,paradis noir,False,0,0
2009,pierre michon,les onze,True,5,7
2009,diaye marie n,trois femmes puissantes,True,5,4
2009,amelie nothomb,le voyage d hiver,True,3,3
2009,christophe pradeau,la grande sauvagerie,False,0,0
2009,pascal quignard,la barque silencieuse,True,3,3
2009,jean rouaud,la femme promise,True,3,3
2009,claude simon,archipel et nord,True,3,3
2009,jean philippe toussaint,la verite sur marie,True,5,4
2009,tanguy viel,paris brest,False,0,0
2009,delphine de vigan,les heures souterraines,False,2,2
2010,henry bauchau,deluge,True,3,3
2010,pierre bergounioux,le recit absent le baiser de sorciere,True,3,3
2010,nina bouraoui,nos baisers sont des adieux,False,0,0
2010,claro,cosmoz,False,0,0
2010,philippe claudel,l enquete,False,0,0
2010,didier daeninckx,galadio,True,3,3
2010,virginie despentes,apocalypse bebe,True,3,3
2010,jean echenoz,des eclairs,True,3,3
2010,mathias enard,parle leur de batailles de rois et d elephants,True,3,3
2010,philippe forest,le siecle des nuages,True,3,3
2010,christian gailly,lily et braine,False,0,0
2010,anna gavalda,desordre et sentiments,False,0,0
2010,michel houellebecq,la carte et le territoire,True,5,4
2010,maylis de kerangal,naissance d un pont,True,5,4
2010,pierre lemaitre,cadres noirs,False,0,0
2010,richard millet,le sommeil sur les cendres,True,3,3
2010,richard millet,tarnac,True,3,3
2010,patrick modiano,l horizon,True,3,3
2010,amelie nothomb,une forme de vie,True,3,3
2010,mathieu riboulet,avec bastien,False,0,0
2010,jean rolin,le ravissement de britney spears,True,3,3
2010,jean christophe rufin,katiba,False,0,0
2010,andoine volodine,les aigles puent,True,3,3
2010,antoine volodine,ecrivains,True,3,3
2011,agnes abecassis,le theoreme de cupidon,False,0,0
2011,eliette abecassis,et te voici permise a tout homme,False,0,0
2011,paul ardenne,sans visage,False,0,0
2011,henry bauchau,l enfant rieur,True,3,3
2011,pierre borromee,l hermine etait pourpre,False,0,0
2011,marie darrieussecq,cleves,True,3,3
2011,vigan delphine de,rien ne s oppose a la nuit,False,0,0
2011,philippe djian,vengeances,False,0,0
2011,laurent gaude,les oliviers du negus,False,0,0
2011,laurent gaude,pour seul cortege,False,0,0
2011,jean christophe grange,le passager,False,0,0
2011,alexis jenni,l art francais de la guerre,False,0,0
2011,pierre lemaitre,alex,False,0,0
2011,richard millet,la fiancee libanaise,True,3,3
2011,guillaume musso,l appel de l ange,False,0,0
2011,amelie nothomb,tuer le pere,True,3,3
2011,christian oster,rouler,False,0,0
2011,pascal quignard,les solidarites mysterieuses,True,3,3
2011,eric reinhardt,le systeme victoria,False,0,0
2011,fred vargas,l armee furieuse,False,0,0
2012,olivier adam,les lisieres,False,0,0
2012,christine angot,une semaine de vacances,True,3,3
2012,françoise chandernagor,les dames de rome,False,0,0
2012,alain damasio,aucun souvenir assez solide,False,0,0
2012,patrick deville,peste et cholera,False,2,1
2012,philippe djian,oh,False,0,0
2012,jean echenoz,14,True,3,3
2012,mathias enard,rue des voleurs,True,3,3
2012,jean christophe grange,kaiken,False,0,0
2012,jacques jouet,la seule fois de l amour,False,0,0
2012,pierre jourde,le marechal absolu,False,0,0
2012,maylis de kerangal,tangente vers l est,True,3,3
2012,nathalie leger,supplement a la vie de barbara loden,False,0,0
2012,patrick modiano,l herbe des nuits,True,3,3
2012,amelie nothomb,barbe bleue,True,3,3
2012,georges perec,le condottiere,True,3,3
2012,pascal quignard,les desarçonnes,True,3,3
2012,mathieu riboulet,les oeuvres de misericorde,False,2,1
2012,marie sabine roger,bon retablissement,False,0,0
2012,martin winckler,en souvenir d andre,False,0,0
2013,eliette abecassis,le palimpseste d archimede,False,0,0
2013,françois begaudeau,deux singes ou ma vie politique,False,0,0
2013,françois begaudeau,le moindre mal,False,0,0
2013,pierre bergounioux,geologies,True,3,3
2013,christelle dabos,la passe miroir,False,0,0
2013,didier daeninckx,tetes de maures,True,3,3
2013,marie darrieussecq,il faut beaucoup aimer les hommes,True,5,4
2013,agnes desarthe,comment j ai appris a lire,False,0,0
2013,philippe djian,love song,False,0,0
2013,alice ferney,cherchez la femme,False,2,2
2013,michael ferrier,fukushima recit d un desastre,False,0,0
2013,david foenkinos,je vais mieux,False,0,0
2013,philippe forest,le chat de schrodinger,True,3,3
2013,paul fournel,la liseuse,True,3,3
2013,mathilde janin,riviera,False,0,0
2013,pierre jourde,la premiere pierre,False,0,0
2013,cloe korman,les saisons de louveplaine,False,0,0
2013,pierre lemaitre,au revoir la haut,False,0,0
2013,richard millet,une artiste du sexe,True,3,3
2013,guillaume musso,demain,False,0,0
2013,amelie nothomb,la nostalgie heureuse,True,3,3
2013,jean rolin,ormuz,True,3,3
2013,sylvain tesson,dans les forets de siberie,False,0,0
2013,danielle thiery,la petite fille de marie gare,False,0,0
2013,camille de toledo,oublier trahir puis disparaitre,False,0,0
2013,jean philippe toussaint,nue,True,3,3
2013,tanguy viel,la disparition de jim sullivan,False,0,0
2013,alice zeniter,sombre dimanche,False,2,1
2014,olivier adam,peine perdue,False,0,0
2014,christine angot,la petite foule,True,3,3
2014,nina bouraoui,standard,False,0,0
2014,emmanuel carrere,le royaume,True,3,3
2014,kamel daoud,"meursault,contre enquete",False,0,0
2014,jean echenoz,caprice de la reine,True,3,3
2014,alice ferney,le regne du vivant,False,0,0
2014,david foenkinos,charlotte,False,0,0
2014,maylis de kerangal,a ce stade de la nuit,True,3,3
2014,maylis de kerangal,reparer les vivants,True,5,5
2014,edouard louis,en finir avec eddy bellegueule,False,0,0
2014,nicolas mathieu,aux animaux la guerre,False,0,0
2014,catherine millet,une enfance de reve,True,3,3
2014,patrick modiano,pour que tu ne te perdes pas dans le quartier,True,3,3
2014,guillaume musso,central park,False,0,0
2014,jean rolin,les evenements,True,3,3
2014,olivier rolin,le meteorologue,True,3,3
2014,jean rouaud,un peu la guerre,True,3,3
2014,antoine volodine,terminus radieux,True,3,3
2015,christine angot,un amour impossible,True,3,3
2015,françois begaudeau,la politesse,False,0,0
2015,claro,dans la queue le venin,False,0,0
2015,christelle dabos,la passe miroir,False,0,0
2015,virginie despentes,vernon subutex,True,3,3
2015,mathias enard,boussole,True,3,3
2015,sylvie germain,a la table des hommes,True,3,3
2015,guillaume musso,l instant present,False,0,0
2015,amelie nothomb,le crime du comte neville,True,3,3
2015,pascal quignard,mourir de penser,True,3,3
2015,mathieu riboulet,entre les deux il n y a rien,False,0,0
2015,patrick roegiers,l autre simenon,False,0,0
2015,boualem sansal,2084 la fin du monde,False,0,0
2016,françois begaudeau,molecules,False,0,0
2016,philippe claudel,l arbre du pays toraja,False,0,0
2016,catherine cusset,l autre qu on adorait,False,0,0
2016,jean echenoz,envoyee speciale,True,3,3
2016,annie ernaux,memoire de fille,True,3,3
2016,david foenkinos,le mystere henri pick,False,0,0
2016,camille laurens,celle que vous croyez,False,0,0
2016,marie aude murail,sauveur fils,False,0,0
2016,marie aude murail,sauveur fils,False,0,0
2016,georges perec,l attentat de sarajevo,True,3,3
2016,olivier rolin,veracruz,True,3,3
2017,dimitri bortnikov,face au styx,False,0,0
2017,christelle dabos,la passe miroir,False,0,0
2017,david lopez,fief,False,0,0
2017,marie aude murail,sauveur fils,False,0,0
2017,marie aude murail,sauveur fils,False,0,0
2018,nicolas mathieu,leurs enfants apres eux,False,0,0
2018,marie aude murail,en nous beaucoup d hommes respirent,False,0,0
2018,pascal quignard,l enfant d ingolstadt,True,3,3
2019,christelle dabos,la passe miroir,False,0,0
2019,marie aude murail,sauveur fils,False,0,0
2020,clementine melois,dehors la tempete,False,0,0
2020,vanessa springora,le consentement,False,0,0
